classe,texto,titulo,capitulo,secao,subsecao,artigo,paragrafo,inciso,alinea
paragrafo,"§ 6º As pessoas jurídicas de direito público e as de direito privado prestadoras de serviços públicos responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa.",3,7,1,NA,37,6,NA,NA
paragrafo,§ 7º A lei disporá sobre os requisitos e as restrições ao ocupante de cargo ou emprego da administração direta e indireta que possibilite o acesso a informações privilegiadas.,3,7,1,NA,37,7,NA,NA
paragrafo,"§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre:",3,7,1,NA,37,8,NA,NA
inciso,I - o prazo de duração do contrato;,3,7,1,NA,37,8,1,NA
inciso,"II - os controles e critérios de avaliação de desempenho, direitos, obrigações e responsabilidade dos dirigentes;",3,7,1,NA,37,8,2,NA
inciso,III - a remuneração do pessoal.,3,7,1,NA,37,8,3,NA
paragrafo,"§ 9º O disposto no inciso XI aplica-se às empresas públicas e às sociedades de economia mista e suas subsidiárias, que receberem recursos da União, dos Estados, do Distrito Federal ou dos Municípios para pagamento de despesas de pessoal ou de custeio em geral.",3,7,1,NA,37,9,NA,NA
paragrafo,"§ 10. É vedada a percepção simultânea de proventos de aposentadoria decorrentes do art. 40 ou dos arts. 42 e 142 com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma desta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração.",3,7,1,NA,37,10,NA,NA
artigo,"Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições:",3,7,1,NA,38,NA,NA,NA
inciso,"I - tratando-se de mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função;",3,7,1,NA,38,NA,1,NA
inciso,"II - investido no mandato de Prefeito, será afastado do cargo, emprego ou função, sendo-lhe facultado optar pela sua remuneração;",3,7,1,NA,38,NA,2,NA
inciso,"III - investido no mandato de Vereador, havendo compatibilidade de horários, perceberá as vantagens de seu cargo, emprego ou função, sem prejuízo da remuneração do cargo eletivo, e, não havendo compatibilidade, será aplicada a norma do inciso anterior;",3,7,1,NA,38,NA,3,NA
inciso,"IV - em qualquer caso que exija o afastamento para o exercício de mandato eletivo, seu tempo de serviço será contado para todos os efeitos legais, exceto para promoção por merecimento;",3,7,1,NA,38,NA,4,NA
inciso,"V - para efeito de benefício previdenciário, no caso de afastamento, os valores serão determinados como se no exercício estivesse.",3,7,1,NA,38,NA,5,NA
titartb,Seção II: Dos Servidores Públicos,3,7,2,NA,NA,NA,NA,NA
artigo,"Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.",3,7,2,NA,39,NA,NA,NA
paragrafo,§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará:,3,7,2,NA,39,1,NA,NA
inciso,"I - a natureza, o grau de responsabilidade e a complexidade dos cargos componentes de cada carreira;",3,7,2,NA,39,1,1,NA
inciso,II - os requisitos para a investidura;,3,7,2,NA,39,1,2,NA
inciso,III - as peculiaridades dos cargos.,3,7,2,NA,39,1,3,NA
paragrafo,"§ 2º A União, os Estados e o Distrito Federal manterão escolas de governo para a formação e o aperfeiçoamento dos servidores públicos, constituindo-se a participação nos cursos um dos requisitos para a promoção na carreira, facultada, para isso, a celebração de convênios ou contratos entre os entes federados.",3,7,2,NA,39,2,NA,NA
paragrafo,"§ 3º Aplica-se aos servidores ocupantes de cargo público o disposto no art. 7º, IV, VII, VIII, IX, XII, XIII, XV, XVI, XVII, XVIII, XIX, XX, XXII e XXX, podendo a lei estabelecer requisitos diferenciados de admissão quando a natureza do cargo o exigir.",3,7,2,NA,39,3,NA,NA
paragrafo,"§ 4º O membro de Poder, o detentor de mandato eletivo, os Ministros de Estado e os Secretários Estaduais e Municipais serão remunerados exclusivamente por subsídio fixado em parcela única, vedado o acréscimo de qualquer gratificação, adicional, abono, prêmio, verba de representação ou outra espécie remuneratória, obedecido, em qualquer caso, o disposto no art. 37, X e XI.",3,7,2,NA,39,4,NA,NA
paragrafo,"§ 5º Lei da União, dos Estados, do Distrito Federal e dos Municípios poderá estabelecer a relação entre a maior e a menor remuneração dos servidores públicos, obedecido, em qualquer caso, o disposto no art. 37, XI.",3,7,2,NA,39,5,NA,NA
paragrafo,"§ 6º Os Poderes Executivo, Legislativo e Judiciário publicarão anualmente os valores do subsídio e da remuneração dos cargos e empregos públicos.",3,7,2,NA,39,6,NA,NA
paragrafo,"§ 7º Lei da União, dos Estados, do Distrito Federal e dos Municípios disciplinará a aplicação de recursos orçamentários provenientes da economia com despesas correntes em cada órgão, autarquia e fundação, para aplicação no desenvolvimento de programas de qualidade e produtividade, treinamento e desenvolvimento, modernização, reaparelhamento e racionalização do serviço público, inclusive sob a forma de adicional ou prêmio de produtividade.",3,7,2,NA,39,7,NA,NA
paragrafo,§ 8º A remuneração dos servidores públicos organizados em carreira poderá ser fixada nos termos do § 4º.,3,7,2,NA,39,8,NA,NA
artigo,"Art. 40. Aos servidores titulares de cargos efetivos da União, dos Estados, do Distrito Federal e dos Municípios, incluídas suas autarquias e fundações, é assegurado regime de previdência de caráter contributivo, observados critérios que preservem o equilíbrio financeiro e atuarial e o disposto neste artigo.",3,7,2,NA,40,NA,NA,NA
paragrafo,"§ 1º Os servidores abrangidos pelo regime de previdência de que trata este artigo serão aposentados, calculados os seus proventos a partir dos valores fixados na forma do § 3º:",3,7,2,NA,40,1,NA,NA
inciso,"I - por invalidez permanente, sendo os proventos proporcionais ao tempo de contribuição, exceto se decorrente de acidente em serviço, moléstia profissional ou doença grave, contagiosa ou incurável, especificada em lei;",3,7,2,NA,40,1,1,NA
inciso,"II - compulsoriamente, aos setenta anos de idade, com proventos proporcionais ao tempo de contribuição;",3,7,2,NA,40,1,2,NA
inciso,"III - voluntariamente, desde que cumprido tempo mínimo de dez anos de efetivo exercício no serviço público e cinco anos no cargo efetivo em que se dará a aposentadoria, observadas as seguintes condições:",3,7,2,NA,40,1,3,NA
alinea,"a) sessenta anos de idade e trinta e cinco de contribuição, se homem, e cinqüenta e cinco anos de idade e trinta de contribuição, se mulher;",3,7,2,NA,40,1,3,1
alinea,"b) sessenta e cinco anos de idade, se homem, e sessenta anos de idade, se mulher, com proventos proporcionais ao tempo de contribuição.",3,7,2,NA,40,1,3,2
paragrafo,"§ 2º Os proventos de aposentadoria e as pensões, por ocasião de sua concessão, não poderão exceder a remuneração do respectivo servidor, no cargo efetivo em que se deu a aposentadoria ou que serviu de referência para a concessão da pensão.",3,7,2,NA,40,2,NA,NA
paragrafo,"§ 3º Os proventos de aposentadoria, por ocasião da sua concessão, serão calculados com base na remuneração do servidor no cargo efetivo em que se der a aposentadoria e, na forma da lei, corresponderão à totalidade da remuneração.",3,7,2,NA,40,3,NA,NA
paragrafo,"§ 4º É vedada a adoção de requisitos e critérios diferenciados para a concessão de aposentadoria aos abrangidos pelo regime de que trata este artigo, ressalvados os casos de atividades exercidas exclusivamente sob condições especiais que prejudiquem a saúde ou a integridade física, definidos em lei complementar.",3,7,2,NA,40,4,NA,NA
paragrafo,"§ 5º Os requisitos de idade e de tempo de contribuição serão reduzidos em cinco anos, em relação ao disposto no § 1º, III, a, para o professor que comprove exclusivamente tempo de efetivo exercício das funções de magistério na educação infantil e no ensino fundamental e médio.",3,7,2,NA,40,5,NA,NA
paragrafo,"§ 6º Ressalvadas as aposentadorias decorrentes dos cargos acumuláveis na forma desta Constituição, é vedada a percepção de mais de uma aposentadoria à conta do regime de previdência previsto neste artigo.",3,7,2,NA,40,6,NA,NA
paragrafo,"§ 7º Lei disporá sobre a concessão do benefício da pensão por morte, que será igual ao valor dos proventos do servidor falecido ou ao valor dos proventos a que teria direito o servidor em atividade na data de seu falecimento, observado o disposto no § 3º.",3,7,2,NA,40,7,NA,NA
paragrafo,"§ 8º Observado o disposto no art. 37, XI, os proventos de aposentadoria e as pensões serão revistos na mesma proporção e na mesma data, sempre que se modificar a remuneração dos servidores em atividade, sendo também estendidos aos aposentados e aos pensionistas quaisquer benefícios ou vantagens posteriormente concedidos aos servidores em atividade, inclusive quando decorrentes da transformação ou reclassificação do cargo ou função em que se deu a aposentadoria ou que serviu de referência para a concessão da pensão, na forma da lei.",3,7,2,NA,40,8,NA,NA
paragrafo,"§ 9º O tempo de contribuição federal, estadual ou municipal será contado para efeito de aposentadoria e o tempo de serviço correspondente para efeito de disponibilidade.",3,7,2,NA,40,9,NA,NA
paragrafo,§ 10. A lei não poderá estabelecer qualquer forma de contagem de tempo de contribuição fictício.,3,7,2,NA,40,10,NA,NA
paragrafo,"§ 11. Aplica-se o limite fixado no art. 37, XI, à soma total dos proventos de inatividade, inclusive quando decorrentes da acumulação de cargos ou empregos públicos, bem como de outras atividades sujeitas a contribuição para o regime geral de previdência social, e ao montante resultante da adição de proventos de inatividade com remuneração de cargo acumulável na forma desta Constituição, cargo em comissão declarado em lei de livre nomeação e exoneração, e de cargo eletivo.",3,7,2,NA,40,11,NA,NA
paragrafo,"§ 12. Além do disposto neste artigo, o regime de previdência dos servidores públicos titulares de cargo efetivo observará, no que couber, os requisitos e critérios fixados para o regime geral de previdência social.",3,7,2,NA,40,12,NA,NA
paragrafo,"§ 13. Ao servidor ocupante, exclusivamente, de cargo em comissão declarado em lei de livre nomeação e exoneração bem como de outro cargo temporário ou de emprego público, aplica-se o regime geral de previdência social.",3,7,2,NA,40,13,NA,NA
paragrafo,"§ 14. A União, os Estados, o Distrito Federal e os Municípios, desde que instituam regime de previdência complementar para os seus respectivos servidores titulares de cargo efetivo, poderão fixar, para o valor das aposentadorias e pensões a serem concedidas pelo regime de que trata este artigo, o limite máximo estabelecido para os benefícios do regime geral de previdência social de que trata o art. 201.",3,7,2,NA,40,14,NA,NA
paragrafo,"§ 15. Observado o disposto no art. 202, lei complementar disporá sobre as normas gerais para a instituição de regime de previdência complementar pela União, Estados, Distrito Federal e Municípios, para atender aos seus respectivos servidores titulares de cargo efetivo.",3,7,2,NA,40,15,NA,NA
paragrafo,"§ 16. Somente mediante sua prévia e expressa opção, o disposto nos §§ 14 e 15 poderá ser aplicado ao servidor que tiver ingressado no serviço público até a data da publicação do ato de instituição do correspondente regime de previdência complementar.",3,7,2,NA,40,16,NA,NA
artigo,Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público.,3,7,2,NA,41,NA,NA,NA
paragrafo,§ 1º O servidor público estável só perderá o cargo:,3,7,2,NA,41,1,NA,NA
inciso,I - em virtude de sentença judicial transitada em julgado;,3,7,2,NA,41,1,1,NA
inciso,II - mediante processo administrativo em que lhe seja assegurada ampla defesa;,3,7,2,NA,41,1,2,NA
inciso,"III - mediante procedimento de avaliação periódica de desempenho, na forma de lei complementar, assegurada ampla defesa.",3,7,2,NA,41,1,3,NA
paragrafo,"§ 2º Invalidada por sentença judicial a demissão do servidor estável, será ele reintegrado, e o eventual ocupante da vaga, se estável, reconduzido ao cargo de origem, sem direito a indenização, aproveitado em outro cargo ou posto em disponibilidade com remuneração proporcional ao tempo de serviço.",3,7,2,NA,41,2,NA,NA
paragrafo,"§ 3º Extinto o cargo ou declarada a sua desnecessidade, o servidor estável ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo.",3,7,2,NA,41,3,NA,NA
paragrafo,"§ 4º Como condição para a aquisição da estabilidade, é obrigatória a avaliação especial de desempenho por comissão instituída para essa finalidade.",3,7,2,NA,41,4,NA,NA
titartb,"Seção III: Dos Militares dos Estados, do Distrito Federal e dos Territórios",3,7,3,NA,NA,NA,NA,NA
artigo,"Art. 42. Os membros das Polícias Militares e Corpos de Bombeiros Militares, instituições organizadas com base na hierarquia e disciplina, são militares dos Estados, do Distrito Federal e dos Territórios.",3,7,3,NA,42,NA,NA,NA
paragrafo,"§ 1º Aplicam-se aos militares dos Estados, do Distrito Federal e dos Territórios, além do que vier a ser fixado em lei, as disposições do art. 14, § 8º; do art. 40, § 9º; e do art. 142, §§ 2º e 3º, cabendo a lei estadual específica dispor sobre as matérias do art. 142, § 3º, inciso X, sendo as patentes dos oficiais conferidas pelos respectivos governadores.",3,7,3,NA,42,1,NA,NA
paragrafo,"§ 2º Aos militares dos Estados, do Distrito Federal e dos Territórios e a seus pensionistas, aplica-se o disposto no art. 40, §§ 7º e 8º.",3,7,3,NA,42,2,NA,NA
titartb,Seção IV: Das Regiões,3,7,4,NA,NA,NA,NA,NA
artigo,"Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.",3,7,4,NA,43,NA,NA,NA
paragrafo,§ 1º Lei complementar disporá sobre:,3,7,4,NA,43,1,NA,NA
inciso,I - as condições para integração de regiões em desenvolvimento;,3,7,4,NA,43,1,1,NA
